"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContent-sc-66xi2f-0","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","stylessc__ShieldBadge-sc-1cbkdr9-1 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3","CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26"
"IT System Analyst","https://glints.com/id/opportunities/jobs/it-system-analyst/e8488b25-378c-444f-ad96-55226498cfbd?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","","Perusahaan Premium","Penuh Waktu","3 – 5 tahun","Minimal Diploma (D1 - D4)","Go / Golang","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","https://glints.com/images/icons/vip-badge.svg","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","27 hari yang lalu"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/a3a94ead-7a74-4455-8f84-60ea9a3404c2?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 8,5 jt-9 jt","Perusahaan Premium","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","SQL","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","https://glints.com/images/icons/vip-badge.svg","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Tanjung Priok","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/tanjung-priok","Jakarta Utara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","10 hari yang lalu"
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/d09e6709-552c-4e88-b4a3-900ebc1935f5?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","","Perusahaan Premium","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","FSD","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ab048bbb649ff3fee8905d3c528242c9.jpeg","https://glints.com/images/icons/vip-badge.svg","PT Esha Parama Teknologi","https://glints.com/id/companies/pt-esha-parama-teknologi/9e346292-0e55-4b74-94c8-0fe571a37232","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","14 hari yang lalu"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/ed14f375-222d-4ae6-abd1-8c7f017611b2?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","","Perusahaan Premium","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Accounting","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a9379f97690d604eca3354137fe3f604.jpg","https://glints.com/images/icons/vip-badge.svg","ScaleOcean","https://glints.com/id/companies/scaleocean/05dd05bd-2048-43a3-bec1-3f139ff67ba1","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","Kemarin"
"Project Analyst","https://glints.com/id/opportunities/jobs/project-analyst/7a706018-abb5-422e-811e-f039474251d1?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 6 jt-8 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","ERP Software","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b8e890192ac6370f0efd1fb95580b498.jpg","","PT Shan Informasi Sistem","https://glints.com/id/companies/pt-shan-informasi-sistem/1df324a1-b688-4a69-a1a0-8efe0245e32b","Cengkareng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/cengkareng","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu"
"Marketing Analyst","https://glints.com/id/opportunities/jobs/marketing-analyst/21009b0f-4d57-4861-8107-0726d5dbafef?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 4,5 jt-6,5 jt","Perusahaan Premium","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Digital Marketing","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/43738ecc47e39faf523c66883939b44f.png","https://glints.com/images/icons/vip-badge.svg","Skinex","https://glints.com/id/companies/skinex/e199eab3-5bcd-4ccf-8af1-e2ae7f6b3c2b","Pondok Aren","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan/pondok-aren","Tangerang Selatan","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan","Banten","https://glints.com/id/job-location/indonesia/banten","6 hari yang lalu"
"Financial Analyst","https://glints.com/id/opportunities/jobs/financial-analyst/6b88213e-b3cc-4200-bf1f-2f8f2520656b?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 7 jt-13 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Analytical Skills","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5031351b5c972a1c711fd24992ddd1cd.png","","PT Sinergi Medika Utama","https://glints.com/id/companies/pt-sinergi-medika-utama/9f5c7a1a-7adc-4d71-92c8-ef32c77e5e29","Cengkareng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/cengkareng","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","6 hari yang lalu"
"Business Analyst","https://glints.com/id/opportunities/jobs/business-analyst/f7d4e987-f8b4-41eb-8888-336a4c6e01ec?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 5 jt-17 jt","","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","Business Development","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/93a8fe0893b0df2412c73b97eead86a2.jpeg","","IDE Asia","","Mampang Prapatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/mampang-prapatan","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","6 hari yang lalu"
"Data Research Senior","https://glints.com/id/opportunities/jobs/data-research-senior/c57032f3-b7d9-4fea-a148-d5ce3939f8c4?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 6 jt-8 jt","","Penuh Waktu","3 – 5 tahun","Minimal Diploma (D1 - D4)","Statistical Data Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e16aed030c1df060dcaf7bdaa616c6c7.jpeg","","PT. JBA INDONESIA","https://glints.com/id/companies/pt-jba-indonesia/5c72acd0-2c18-47a7-81fd-801ebb1242b1","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","22 hari yang lalu"
"Staff Data Management","https://glints.com/id/opportunities/jobs/staff-data-management/2502aa6f-c851-4bab-b046-f2c7cd23d4d8?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 4,5 jt-8 jt","Perusahaan Premium","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Power BI","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ad6706ff0b4e903dde0973bf4625ce97.jpg","https://glints.com/images/icons/vip-badge.svg","PT Kreasiboga Primatama","https://glints.com/id/companies/pt-kreasiboga-primatama/4574f634-487b-49cc-a9e7-8d44ceda19d6","Senen","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/senen","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 jam yang lalu"
