,Job_Title,Information,Company_Type,Job_Contract,Experience,Education,Required_Skills,Skills,Company,Location,City,Province,Job_Posting,Salary
578,Data Analis,,,Kontrak,Kurang dari setahun,Minimal Diploma (D1 - D4),Statistical Data Analysis,8,PT Sahabat Peternak Indonesia,Gubeng,Surabaya,Jawa Timur,7 hari yang lalu,Rp 2 jt-3 jt
579,Data Analys,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Software Development,3,Cerita Ramen,Margaasih,Kab. Bandung,Jawa Barat,23 hari yang lalu,"Rp 2 jt-3,5 jt"
580,Risk Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),SQL,3,PT Bank Jago Tbk,Setiabudi,Jakarta Selatan,DKI Jakarta,28 hari yang lalu,Rp 1 jt-1 jt
581,Big Data Analyst,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),HBase,6,PT Kwadran Lima Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,28 hari yang lalu,Rp 7 jt-10 jt
582,Data Analis,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Statistical Data Analysis,4,PASTI KLOLA,Kapanewon Sewon,Kab. Bantul,DI Yogyakarta,15 hari yang lalu,"Rp 2,3 jt-3,5 jt"
583,Analis Data,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Office,4,CV. Indo Karya Maju,Payung Sekaki,Pekanbaru,Riau,23 hari yang lalu,Rp 1 jt
584,Data Analyst- IoT Battery Data for Electric Vehicle,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Internet of Things (IoT),3,PT Green City Traffic,Cilandak,Jakarta Selatan,DKI Jakarta,25 hari yang lalu,"Rp 4,9 jt-8 jt"
585,Data Analyst Management Officer,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Data Analytics,4,PT Grha Sinar Arya,Kalideres,Jakarta Barat,DKI Jakarta,22 hari yang lalu,"Rp 4 jt-5,3 jt"
586,Data Analyst (CRM),,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SPSS Statistics,3,Jogja Tama,Kapanewon Mlati,Kab. Sleman,DI Yogyakarta,6 hari yang lalu,"Rp 2,5 jt-2,8 jt"
587,Data Analyst Internship,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Data Analytics,4,PT Solusi Kelola Pratama,Cisauk,Kab. Tangerang,Banten,8 hari yang lalu,"Rp 4,7 jt-4,7 jt"
588,DATA ANALYST SUPPORT,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Microsoft Excel,4,STATSME PT Cemerlang Statistika Indonesia,Mojoanyar,Kab. Mojokerto,Jawa Timur,13 hari yang lalu,"Rp 1,5 jt-2 jt"
589,DATA ANALYST SUPPORT,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Statistical Data Analysis,4,STATSME PT Cemerlang Statistika Indonesia,Mojoanyar,Kab. Mojokerto,Jawa Timur,13 hari yang lalu,"Rp 1,5 jt-2 jt"
590,Business Intelligence (Data Analyst),,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),SQL,5,Potteria,Kebon Jeruk,Jakarta Barat,DKI Jakarta,37 menit yang lalu,Rp 7 jt-8 jt
591,Data Analyst & Market Research,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),SQL,5,PT Surya Sarana Dinamika,Tanjung Priok,Jakarta Utara,DKI Jakarta,2 hari yang lalu,"Rp 5,5 jt-6 jt"
592,Data Analyst (Marketing & Sales),,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Data Analytics,5,PT Berkat Indah Garment,Kelapa Gading,Jakarta Utara,DKI Jakarta,2 hari yang lalu,"Rp 5,4 jt-6 jt"
593,Business & Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Competitive Analysis,9,Bisa Tumbuh,Serpong,Tangerang Selatan,Banten,18 hari yang lalu,"Rp 7,5 jt-12 jt"
594,Research & Data analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Data Kualitatif,6,Pt Hara Anargya Indonesia,Cibeunying Kidul,Bandung,Jawa Barat,21 hari yang lalu,Rp 2 jt-5 jt
595,DATA SUPPORT/DATA ANALIST,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),SQL,5,PT Ethos Kreatif Indonesia,Sumbang,Kab. Banyumas,Jawa Tengah,7 hari yang lalu,"Rp 2 jt-3,5 jt"
596,Staff Data Analyst Surabaya,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Analytics,5,Morula IVF Indonesia (PT. Morula Indonesia),Wiyung,Surabaya,Jawa Timur,14 hari yang lalu,
597,Data Analyst - Odoo Developer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Analytics,4,PT Optima Technology Indonesia,Penjaringan,Jakarta Utara,DKI Jakarta,21 hari yang lalu,Rp 7 jt-10 jt
598,Data Analyst and Storyteller,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Statistical Data Analysis,3,PT Cybertrend Intrabuana,Cilandak,Jakarta Selatan,DKI Jakarta,27 hari yang lalu,"Rp 5,5 jt-12 jt"
599,Data Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Berbahasa English Aktif,4,PT Holy Maju Sejahtera Sentosa,Penjaringan,Jakarta Utara,DKI Jakarta,28 hari yang lalu,Rp 6 jt-8 jt
600,Data Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,3,PT Solusi Sinergi Digital Tbk (Surge),Cilandak,Jakarta Selatan,DKI Jakarta,14 hari yang lalu,"Rp 4 jt-4,9 jt"
601,Data Analyst,,,Kontrak,Kurang dari setahun,Minimal Sarjana (S1),Data Entry,3,Pt Graha Perdana Indah (gardens At Candi Sawangan),Sawangan,Depok,Jawa Barat,24 hari yang lalu,"Rp 4,8 jt-5 jt"
602,Data Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Office Administration,7,PT MITRA HUB INDONESIA,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,10 hari yang lalu,
603,Data Analyst Management,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Data Analytics,3,PT Indocitra Pacific (Pestcare),Palmerah,Jakarta Barat,DKI Jakarta,Kemarin,
604,DATA ANALYST,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,4,PT Duta Trisarana Prima,Krembangan,Surabaya,Jawa Timur,16 hari yang lalu,"Rp 4 jt-4,9 jt"
605,Marketing Data Analyst,,Perusahaan Premium,Hybrid,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),3,PT. Transcosmos Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,1 bulan yang lalu,"Rp 5 jt-9,5 jt"
606,Data Analis,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Data Analytics,3,MyFundAction Indonesia,Tanah Abang,Jakarta Pusat,DKI Jakarta,9 hari yang lalu,"Rp 4 jt-4,9 jt"
607,Data Analyst,,,Hybrid,Kontrak,Kurang dari setahun,Minimal Sarjana (S1),8,Proton Media Indonesia,Cilandak,Jakarta Selatan,DKI Jakarta,8 hari yang lalu,"Rp 4 jt-4,5 jt"
608,Data Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),SQL,7,PT Cerita Kreatif Indonesia,Grogol Petamburan,Jakarta Barat,DKI Jakarta,8 hari yang lalu,Rp 7 jt-10 jt
609,Data Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Teliti,4,Solusi Sehat Makmur,Kapanewon Ngaglik,Kab. Sleman,DI Yogyakarta,8 hari yang lalu,Rp 3 jt-5 jt
610,Data Analyst,,Perusahaan Premium,Kontrak,Kurang dari setahun,Minimal Sarjana (S1),Presentation Skills,3,PT. Ebdesk Teknologi,Pondok Aren,Tangerang Selatan,Banten,16 hari yang lalu,
611,Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Big Data Analysis,3,Aestech,Batununggal,Bandung,Jawa Barat,27 hari yang lalu,"Rp 3,5 jt-5 jt"
612,Data Analis,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Analytics,9,Malilkids,Parongpong,Kab. Bandung Barat,Jawa Barat,20 hari yang lalu,Rp 3 jt-5 jt
613,Data Analyst - Snowflake,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,4,Proxima Konsultan Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,14 hari yang lalu,Rp 10 jt-20 jt
614,Data Analyst Internship,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Microsoft Excel,3,Emos Global Digital,Pulogadung,Jakarta Timur,DKI Jakarta,17 hari yang lalu,Rp 2 jt-2 jt
615,Factory Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Tableau,3,PT. Alia Digital Printex,Cakung,Jakarta Timur,DKI Jakarta,23 hari yang lalu,"Rp 5,4 jt-7,5 jt"
616,Data Analis,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,3,TJENDANA CORPORATION,Denpasar Utara,Denpasar,Bali,8 hari yang lalu,Rp 4 jt-8 jt
617,Data Scientist,,Perusahaan Premium,Hybrid,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),4,Talentive Consulting Indonesia,Tanah Abang,Jakarta Pusat,DKI Jakarta,2 hari yang lalu,
618,Data Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Microsoft PowerPoint,8,Guyub Berkah Sejahtera,Kapanewon Kasihan,Kab. Bantul,DI Yogyakarta,6 hari yang lalu,"Rp 2,1 jt-2,5 jt"
619,Data Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Oracle Database,3,PT. Jasa Pemeriksaan Instalasi Listrik Penerangan,Genteng,Surabaya,Jawa Timur,7 hari yang lalu,Rp 4 jt-6 jt
620,Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Analytics,6,PT. Rumbaka Gung Triwikrama,Pamulang,Tangerang Selatan,Banten,10 hari yang lalu,"Rp 4 jt-4,9 jt"
621,Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Google Sheets,6,WOM Finance Mega Glodok Kemayoran,Tangerang,Tangerang,Banten,15 hari yang lalu,"Rp 5,5 jt-8 jt"
622,Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Excel,4,PT.Bach Multi Global,Karawaci,Tangerang,Banten,16 hari yang lalu,Rp 5 jt-6 jt
623,Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Presentation Skills,4,CV Sembilan Naga,Sukabumi,Bandar Lampung,Lampung,20 hari yang lalu,Rp 3 jt-4 jt
624,Data Analyst,,,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),SQL,5,PT Maximus Indo Asia,Tangerang,Tangerang,Banten,21 hari yang lalu,"Rp 1 jt-1,5 jt"
625,Data Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Excel,5,PT. Bosowa Berlian Motor,Panakkukang,Makassar,Sulawesi Selatan,1 bulan yang lalu,Rp 4 jt-7 jt
626,Data Analyst Intern,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Sarjana (S1),Python,6,Glints,Setiabudi,Jakarta Selatan,DKI Jakarta,23 hari yang lalu,
627,Data Analis,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Microsoft Excel,3,Kayoman Group,Bojongloa Kidul,Bandung,Jawa Barat,15 hari yang lalu,"Rp 2,8 jt-3,5 jt"
