,Job_Title,Information,Company_Type,Job_Contract,Experience,Education,Required_Skills,Skills,Company,Location,City,Province,Job_Posting,Salary
228,Data Science Lecturer,,,Paruh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Analytics,4,Purwadhika Digital Technology School,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,10 hari yang lalu,Rp 10 jt-10 jt
229,System Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Accounting,4,ScaleOcean,Grogol Petamburan,Jakarta Barat,DKI Jakarta,Kemarin,
230,IT Business Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),FSD,4,PT Esha Parama Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,14 hari yang lalu,
231,Project Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),ERP Software,5,PT Shan Informasi Sistem,Cengkareng,Jakarta Barat,DKI Jakarta,3 hari yang lalu,Rp 6 jt-8 jt
232,Marketing Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Digital Marketing,3,Skinex,Pondok Aren,Tangerang Selatan,Banten,6 hari yang lalu,"Rp 4,5 jt-6,5 jt"
233,Financial Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Analytical Skills,4,PT Sinergi Medika Utama,Cengkareng,Jakarta Barat,DKI Jakarta,6 hari yang lalu,Rp 7 jt-13 jt
234,Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Business Development,3,IDE Asia,Mampang Prapatan,Jakarta Selatan,DKI Jakarta,6 hari yang lalu,Rp 5 jt-17 jt
235,Data Lead,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Data Management,4,Bali Children Foundation,Kuta Utara,Kab. Badung,Bali,Kemarin,Rp 5 jt-8 jt
236,Investment Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Attention to Detail,4,PT Qverse Teknologi Indonesia,Pasar Minggu,Jakarta Selatan,DKI Jakarta,9 hari yang lalu,Rp 7 jt
237,UNPAID Data Scientist,,,Hybrid,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),3,Social Economy Accelerator Lab Malang,Gayungan,Surabaya,Jawa Timur,1 bulan yang lalu,Rp 1 jt-2 jt
238,Security Analyst,,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Cybersecurity,5,PT Computrade Technology International,Setiabudi,Jakarta Selatan,DKI Jakarta,13 hari yang lalu,
239,Data Engineer,,,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),SQL,3,PT. Dynamics Management Solution,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,Rp 10 jt-20 jt
240,Data Engineer,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Microsoft SQL Server,7,Indivara Teknologi Quantum,Taman Sari,Jakarta Barat,DKI Jakarta,5 hari yang lalu,Rp 12 jt-14 jt
241,Data Governance,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),IT Security,7,Indivara Teknologi Quantum,Taman Sari,Jakarta Barat,DKI Jakarta,5 hari yang lalu,Rp 10 jt-13 jt
242,Business Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Requirements Gathering,3,I CAN READ Indonesia,Penjaringan,Jakarta Utara,DKI Jakarta,13 hari yang lalu,
243,System Analyst - Banking Industry,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),System Analysis,7,PT Sigma Global Teknologi,Tanah Abang,Jakarta Pusat,DKI Jakarta,1 bulan yang lalu,Rp 10 jt-13 jt
244,Data Engineer,,,Remote/Dari rumah,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),7,XCIDIC,Kembangan,Jakarta Barat,DKI Jakarta,23 hari yang lalu,"Rp 6,5 jt-10 jt"
245,Business Analyst (Pricing Analyst),,,Remote/Dari rumah,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),8,Y Ventures Group Ltd.,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 7 jt-13 jt
246,Data Engineer - Banking,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Visual Studio .net,3,PT Sigma Global Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,20 hari yang lalu,Rp 8 jt-9 jt
247,DATA ENGINEER,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Loading (etl),3,PT. Kulego Tiga Kreasi,Grogol Petamburan,Jakarta Barat,DKI Jakarta,1 bulan yang lalu,Rp 7 jt-15 jt
248,System Analyst,,,Hybrid,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),7,PT Digitalinstincts Technology,Kelapa Gading,Jakarta Utara,DKI Jakarta,7 hari yang lalu,Rp 8 jt-12 jt
249,Data Engineer,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Kanban,10,PT Avows Technologies,Setiabudi,Jakarta Selatan,DKI Jakarta,6 hari yang lalu,"Rp 6 jt-7,5 jt"
250,Fraud Analyst,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Risk Management,3,PT. Nawa Data Solutions,Menteng,Jakarta Pusat,DKI Jakarta,Kemarin,Rp 7 jt-10 jt
251,Logistics Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Warehouse Management,4,Pt. Sinotrans Csc Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,19 hari yang lalu,Rp 5 jt-7 jt
252,Social Media Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Affiliate Marketing,6,PT. Harfia Construction Machinery,Balaraja,Kab. Tangerang,Banten,5 hari yang lalu,"Rp 1,5 jt-3 jt"
253,Data Science Lecturer,,,Paruh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Analytics,4,Purwadhika Digital Technology School,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,10 hari yang lalu,Rp 10 jt-10 jt
254,General Data Analyst for Marketing Assistant,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,7,Xprojects Studio,Rungkut,Surabaya,Jawa Timur,8 hari yang lalu,"Rp 2 jt-3,5 jt"
255,Support Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Communication Skills,6,PT. Pinteraktif Media Cabang Bandung,Cibeunying Kaler,Bandung,Jawa Barat,Kemarin,"Rp 4 jt-4,5 jt"
256,Data Lead,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Data Management,4,Bali Children Foundation,Kuta Utara,Kab. Badung,Bali,Kemarin,Rp 5 jt-8 jt
257,UNPAID Data Scientist,,,Hybrid,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),3,Social Economy Accelerator Lab Malang,Gayungan,Surabaya,Jawa Timur,1 bulan yang lalu,Rp 1 jt-2 jt
258,IT System Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),.NET,9,PT ARKAMAYA.,Bandung Kidul,Bandung,Jawa Barat,27 hari yang lalu,
259,IT System Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Go / Golang,4,PT Sigma Global Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,27 hari yang lalu,
260,System Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SQL,4,PT Sigma Global Teknologi,Tanjung Priok,Jakarta Utara,DKI Jakarta,10 hari yang lalu,"Rp 8,5 jt-9 jt"
261,IT Business Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),FSD,4,PT Esha Parama Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,14 hari yang lalu,
262,System Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Accounting,4,ScaleOcean,Grogol Petamburan,Jakarta Barat,DKI Jakarta,Kemarin,
263,Project Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),ERP Software,5,PT Shan Informasi Sistem,Cengkareng,Jakarta Barat,DKI Jakarta,3 hari yang lalu,Rp 6 jt-8 jt
264,Marketing Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Digital Marketing,3,Skinex,Pondok Aren,Tangerang Selatan,Banten,6 hari yang lalu,"Rp 4,5 jt-6,5 jt"
265,Financial Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Analytical Skills,4,PT Sinergi Medika Utama,Cengkareng,Jakarta Barat,DKI Jakarta,6 hari yang lalu,Rp 7 jt-13 jt
266,Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Business Development,3,IDE Asia,Mampang Prapatan,Jakarta Selatan,DKI Jakarta,6 hari yang lalu,Rp 5 jt-17 jt
267,Data Research Senior,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Statistical Data Analysis,3,PT. JBA INDONESIA,Grogol Petamburan,Jakarta Barat,DKI Jakarta,22 hari yang lalu,Rp 6 jt-8 jt
268,Staff Data Management,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Power BI,8,PT Kreasiboga Primatama,Senen,Jakarta Pusat,DKI Jakarta,1 jam yang lalu,"Rp 4,5 jt-8 jt"
269,Business Analyst,,,Hybrid,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),8,Karuna Baruna Nusantara International (Digital Center),Tebet,Jakarta Selatan,DKI Jakarta,13 hari yang lalu,Rp 8 jt-10 jt
270,Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,3,Pt Informatika Media Pratama,Pasar Rebo,Jakarta Timur,DKI Jakarta,13 hari yang lalu,Rp 5 jt-7 jt
271,Marketing Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Microsoft Office,3,Eva Bun Group,Gambir,Jakarta Pusat,DKI Jakarta,14 hari yang lalu,Rp 5 jt-6 jt
272,Social Media Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Social Media Marketing & Management,3,skmei smartwach,Cengkareng,Jakarta Barat,DKI Jakarta,3 hari yang lalu,"Rp 4,5 jt-5,5 jt"
273,System Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Agile Methodologies,6,Tujuh Sembilan,Cicendo,Bandung,Jawa Barat,15 hari yang lalu,Rp 7 jt-10 jt
274,Business Analyst,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Business Analysis,4,PT Gochem Globalindo,Cengkareng,Jakarta Barat,DKI Jakarta,17 hari yang lalu,Rp 7 jt-8 jt
275,Finance Analyst,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Excel,5,PT TIARA VIBRASINDO PRATAMA,Tanah Abang,Jakarta Pusat,DKI Jakarta,17 hari yang lalu,Rp 6 jt-8 jt
276,Business Analyst,,,Hybrid,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),3,AdIns (Advance Innovations) - PT. Adicipta Inovasi Teknologi,Kebon Jeruk,Jakarta Barat,DKI Jakarta,19 hari yang lalu,Rp 15 jt-20 jt
277,IT Business Analyst,,Perusahaan Premium,Hybrid,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),4,PT Mplus Solusi Perdana,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,9 hari yang lalu,Rp 8 jt-12 jt
278,IT Business Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Life Insurance,3,PT Sigma Global Teknologi,Kebayoran Lama,Jakarta Selatan,DKI Jakarta,13 hari yang lalu,Rp 11 jt-14 jt
279,Senior Business Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Project Management,3,PT Digital Nayaka Abhinaya,Tanjung Priok,Jakarta Utara,DKI Jakarta,15 hari yang lalu,Rp 10 jt-20 jt
280,IT Business Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,3,PT Digital Nayaka Abhinaya,Ciracas,Jakarta Timur,DKI Jakarta,15 hari yang lalu,Rp 7 jt-10 jt
281,Data Research Senior,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Statistical Data Analysis,3,PT. JBA INDONESIA,Grogol Petamburan,Jakarta Barat,DKI Jakarta,22 hari yang lalu,Rp 6 jt-8 jt
282,Staff Data Management,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Power BI,8,PT Kreasiboga Primatama,Senen,Jakarta Pusat,DKI Jakarta,1 jam yang lalu,"Rp 4,5 jt-8 jt"
283,Advertising & Data Analyst (Shopee & TikTok) - FULL English,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Tiktok Ads,8,PT Liber Medika Indonesia,Penjaringan,Jakarta Utara,DKI Jakarta,15 hari yang lalu,Rp 4 jt-6 jt
284,Data Engineer Internship,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Hadoop,3,Emos Global Digital,Pulogadung,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 2 jt-2 jt
285,IT Business Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),English Language,3,Ikonsultan Inovatama,Pasar Minggu,Jakarta Selatan,DKI Jakarta,22 hari yang lalu,
286,IT Business Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),SDLC,7,Amit Global Solutions,Kembangan,Jakarta Barat,DKI Jakarta,24 hari yang lalu,
287,IT Business Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),SDLC,7,Amit Global Solutions,Cibeunying Kidul,Bandung,Jawa Barat,24 hari yang lalu,
288,Data Engineer,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Hadoop,9,Pt. Berpikir Revolusioner Indonesia,Sambikerep,Surabaya,Jawa Timur,15 hari yang lalu,Rp 6 jt-10 jt
289,Pricing Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Attention to Detail,5,TJM Auto Care,Kelapa Gading,Jakarta Utara,DKI Jakarta,Kemarin,Rp 7 jt-10 jt
290,Business Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),UX Design,3,PT. Sarana Pactindo,Bojongloa Kidul,Bandung,Jawa Barat,Kemarin,"Rp 4,5 jt-6 jt"
291,Business Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,3,ScaleOcean,Grogol Petamburan,Jakarta Barat,DKI Jakarta,Kemarin,
292,IT Solution/System Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),PHP,6,Lawencon International,Tebet,Jakarta Selatan,DKI Jakarta,3 hari yang lalu,Rp 10 jt-14 jt
293,Data Engineering IT,,,Freelance,Minimal Diploma (D1 - D4),PostgreSQL,Oracle Database,8,Inotal Sistema International,Gambir,Jakarta Pusat,DKI Jakarta,17 hari yang lalu,Rp 6 jt-10 jt
294,System Analyst (Project Based),,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Software Analyst,4,PT Eureka Merdeka Indonesia (SMKDEV),Sukajadi,Bandung,Jawa Barat,7 hari yang lalu,
295,Business Analyst,,Perusahaan Premium,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),SDLC,3,PT Avows Technologies,Setiabudi,Jakarta Selatan,DKI Jakarta,6 hari yang lalu,Rp 5 jt-14 jt
296,Marketing Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,5,PT. Steel Center Indonesia,Tanjung Priok,Jakarta Utara,DKI Jakarta,6 hari yang lalu,Rp 7 jt-10 jt
297,Lead Business System Analyst,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Business Analysis,5,Synapsis.id,Cilandak,Jakarta Selatan,DKI Jakarta,8 hari yang lalu,Rp 8 jt-13 jt
298,Lead of Data Scientist,,,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Machine Learning,6,PT Sarana Maju Lestari,Gayungan,Surabaya,Jawa Timur,Kemarin,Rp 10 jt-14 jt
299,System Analyst (Middle),,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),GIT,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,3 hari yang lalu,Rp 9 jt-14 jt
300,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Development Life Cycle (Sdlc),3,PT Imani Prima,Cilandak,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 5 jt-7 jt
301,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Planning,5,Derutive Insights Consulting,Kebon Jeruk,Jakarta Barat,DKI Jakarta,17 hari yang lalu,Rp 5 jt-7 jt
302,Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Microsoft Excel,4,Linkage,Gresik,Kab. Gresik,Jawa Timur,13 hari yang lalu,"Rp 4,8 jt-7 jt"
303,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Documentation,3,Indonesia Global Solusindo,Grogol Petamburan,Jakarta Barat,DKI Jakarta,28 hari yang lalu,
304,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Relational Databases,5,PT. Nusantara Duta Solusindo,Tebet,Jakarta Selatan,DKI Jakarta,Kemarin,Rp 7 jt-9 jt
305,Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,3,Star Karlo Indonesia,Genuk,Semarang,Jawa Tengah,9 hari yang lalu,"Rp 5 jt-7,5 jt"
306,System Analyst Middle,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),System Analyst,6,PT Aktualisasi Gratia Talenta Indonesia,Kebon Jeruk,Jakarta Barat,DKI Jakarta,20 hari yang lalu,Rp 10 jt-11 jt
307,Dosen Sains Data Terapan,,,Hybrid,Penuh Waktu,Kurang dari setahun,Minimal Magister (S2),3,Startup Campus,Serang,Serang,Banten,1 bulan yang lalu,Rp 1 jt
308,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Microsoft SQL Server,3,PT Hermes Solusi Integrasi,Setiabudi,Jakarta Selatan,DKI Jakarta,8 hari yang lalu,Rp 9 jt-10 jt
309,Senior Data Engineer,,Perusahaan Premium,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),CI/CD,4,Kreasi Dua Konsep (2Konzept),Kebayoran Lama,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 8 jt-20 jt
310,Quality Assurance (QA) Analyst,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),System Analysis,9,PT. Amalura Multi Dimensi,Setiabudi,Jakarta Selatan,DKI Jakarta,59 detik yang lalu,Rp 7 jt-10 jt
311,Data Surveyor,,,Hybrid,Kontrak,Kurang dari setahun,Minimal SMA/SMK,3,Ruveetex,Bogor Timur,Bogor,Jawa Barat,15 hari yang lalu,"Rp 1,3 jt-1,5 jt"
312,Functional Analyst/Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Analysis,4,Porto Indonesia Sejahtera,Penjaringan,Jakarta Utara,DKI Jakarta,14 hari yang lalu,"Rp 5 jt-7,5 jt"
313,Cybersecurity Analyst,,,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Poc,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,29 menit yang lalu,Rp 8 jt-12 jt
314,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),System Analysis,3,Satrio Consulting,Cibeunying Kidul,Bandung,Jawa Barat,Kemarin,Rp 5 jt-10 jt
315,Sales and Marketing Analyst,,Perusahaan Premium,Penuh Waktu,Minimal SMA/SMK,Customer Service,Microsoft Word,5,Fifgroup Duren Sawit,Jatinegara,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 2 jt-6 jt
316,System Analyst,,,Hybrid,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),5,NAT Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,Rp 7 jt-10 jt
317,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,3,PT Bazpos Teknologi Indonesia Persada,Grogol Petamburan,Jakarta Barat,DKI Jakarta,2 hari yang lalu,Rp 10 jt-15 jt
318,IT Business Process Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,PT Sigma Global Teknologi,Cakung,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 6 jt-7 jt
319,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Amazon Web Services (AWS),3,PT. ALL DATA INTERNATIONAL,Kembangan,Jakarta Barat,DKI Jakarta,24 hari yang lalu,"Rp 6 jt-7,5 jt"
320,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Cleaning,3,PT Cybertrend Intrabuana,Cilandak,Jakarta Selatan,DKI Jakarta,27 hari yang lalu,"Rp 6 jt-7,7 jt"
321,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Software Engineering,3,Tada,Setiabudi,Jakarta Selatan,DKI Jakarta,28 hari yang lalu,"Rp 6 jt-7,7 jt"
322,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Analysis,3,APTAVIS,Sukajadi,Bandung,Jawa Barat,1 bulan yang lalu,Rp 4 jt-5 jt
323,Data & Application Operation Engineer,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Attention to Detail,3,PT Adastra Visi Teknologi,Kramatjati,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 9 jt
324,Product Market Analyst (Jakarta),,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,Delifru Flavour Expert,Kembangan,Jakarta Barat,DKI Jakarta,12 hari yang lalu,
325,IT System Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SQL,3,PT. Transcosmos Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,
326,IT Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),Brd,4,Pt. Tiga Daya Digital Indonesia,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,Rp 10 jt-18 jt
327,IT Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Teamwork,3,PT. Mandiri International Technology,Pancoran,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,"Rp 5,5 jt-10 jt"
328,Business Risk Analyst,,,Remote/Dari rumah,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),3,Confirmis Holdings,Gambir,Jakarta Pusat,DKI Jakarta,3 hari yang lalu,"Rp 6 jt-6,5 jt"
329,Marketing Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,5,PT. Steel Center Indonesia,Tanjung Priok,Jakarta Utara,DKI Jakarta,6 hari yang lalu,Rp 7 jt-10 jt
330,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Microsoft SQL Server,3,PT Hermes Solusi Integrasi,Setiabudi,Jakarta Selatan,DKI Jakarta,8 hari yang lalu,Rp 9 jt-10 jt
331,System Analyst (Middle),,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),GIT,3,Adins Center Of Excellence,Kebon Jeruk,Jakarta Barat,DKI Jakarta,3 hari yang lalu,Rp 9 jt-14 jt
332,Dosen Sains Data Terapan,,,Hybrid,Penuh Waktu,Kurang dari setahun,Minimal Magister (S2),3,Startup Campus,Serang,Serang,Banten,1 bulan yang lalu,Rp 1 jt
333,Senior Data Engineer,,Perusahaan Premium,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),CI/CD,4,Kreasi Dua Konsep (2Konzept),Kebayoran Lama,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 8 jt-20 jt
334,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Development Life Cycle (Sdlc),3,PT Imani Prima,Cilandak,Jakarta Selatan,DKI Jakarta,16 hari yang lalu,Rp 5 jt-7 jt
335,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Business Planning,5,Derutive Insights Consulting,Kebon Jeruk,Jakarta Barat,DKI Jakarta,17 hari yang lalu,Rp 5 jt-7 jt
336,Data Surveyor,,,Hybrid,Kontrak,Kurang dari setahun,Minimal SMA/SMK,3,Ruveetex,Bogor Timur,Bogor,Jawa Barat,15 hari yang lalu,"Rp 1,3 jt-1,5 jt"
337,Business Analyst,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Software Documentation,3,Indonesia Global Solusindo,Grogol Petamburan,Jakarta Barat,DKI Jakarta,28 hari yang lalu,
338,Data Engineer,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Amazon Web Services (AWS),3,PT. ALL DATA INTERNATIONAL,Kembangan,Jakarta Barat,DKI Jakarta,24 hari yang lalu,"Rp 6 jt-7,5 jt"
339,Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Microsoft Excel,4,Linkage,Gresik,Kab. Gresik,Jawa Timur,13 hari yang lalu,"Rp 4,8 jt-7 jt"
340,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Cleaning,3,PT Cybertrend Intrabuana,Cilandak,Jakarta Selatan,DKI Jakarta,27 hari yang lalu,"Rp 6 jt-7,7 jt"
341,Data Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Software Engineering,3,Tada,Setiabudi,Jakarta Selatan,DKI Jakarta,28 hari yang lalu,"Rp 6 jt-7,7 jt"
342,System Analyst Middle,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),System Analyst,6,PT Aktualisasi Gratia Talenta Indonesia,Kebon Jeruk,Jakarta Barat,DKI Jakarta,20 hari yang lalu,Rp 10 jt-11 jt
343,Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Data Analytics,3,Star Karlo Indonesia,Genuk,Semarang,Jawa Tengah,9 hari yang lalu,"Rp 5 jt-7,5 jt"
344,Data & Application Operation Engineer,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Attention to Detail,3,PT Adastra Visi Teknologi,Kramatjati,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 9 jt
345,Enterprise Data Warehouse - Banking,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Linux System Administration,5,PT Sigma Global Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 13 jt-14 jt
